instant,dteday,season,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,Total_amount_of_rentals,season_names,weekday_names,month_names,year,time_of_day
2321,4/11/11,2,4,14,0,1,2,0.72,0.6667,0.54,0.3582,60,85,145,Spring,Monday,April,2011,Afternoon
2322,4/11/11,2,4,15,0,1,1,0.74,0.6667,0.48,0.5224,56,85,141,Spring,Monday,April,2011,Afternoon
2323,4/11/11,2,4,16,0,1,1,0.74,0.6667,0.48,0.5224,73,162,235,Spring,Monday,April,2011,Afternoon
2324,4/11/11,2,4,17,0,1,1,0.74,0.6667,0.48,0.5224,100,352,452,Spring,Monday,April,2011,Evening
2325,4/11/11,2,4,18,0,1,1,0.72,0.6667,0.51,0.3881,93,290,383,Spring,Monday,April,2011,Evening
2326,4/11/11,2,4,19,0,1,1,0.72,0.6667,0.51,0.4478,73,211,284,Spring,Monday,April,2011,Evening
2327,4/11/11,2,4,20,0,1,1,0.68,0.6364,0.57,0.5224,44,122,166,Spring,Monday,April,2011,Evening
2328,4/11/11,2,4,21,0,1,1,0.66,0.6212,0.61,0.2537,39,119,158,Spring,Monday,April,2011,Night
2329,4/11/11,2,4,22,0,1,2,0.64,0.6212,0.5,0.2836,25,66,91,Spring,Monday,April,2011,Night
2330,4/11/11,2,4,23,0,1,3,0.58,0.5455,0.6,0,16,38,54,Spring,Monday,April,2011,Night
2331,4/12/11,2,4,0,0,2,2,0.62,0.6212,0.5,0.1045,11,13,24,Spring,Tuesday,April,2011,Night
2332,4/12/11,2,4,1,0,2,2,0.62,0.6212,0.5,0.0896,6,7,13,Spring,Tuesday,April,2011,Night
2333,4/12/11,2,4,2,0,2,2,0.6,0.6212,0.53,0.1343,7,7,14,Spring,Tuesday,April,2011,Night
2334,4/12/11,2,4,3,0,2,2,0.58,0.5455,0.56,0.1343,0,1,1,Spring,Tuesday,April,2011,Night
2335,4/12/11,2,4,4,0,2,2,0.56,0.5303,0.64,0.1343,4,2,6,Spring,Tuesday,April,2011,Night
2336,4/12/11,2,4,5,0,2,2,0.54,0.5152,0.68,0.1343,1,15,16,Spring,Tuesday,April,2011,Morning
2337,4/12/11,2,4,6,0,2,2,0.54,0.5152,0.68,0.2836,3,55,58,Spring,Tuesday,April,2011,Morning
2338,4/12/11,2,4,7,0,2,2,0.54,0.5152,0.68,0.2239,12,177,189,Spring,Tuesday,April,2011,Morning
2339,4/12/11,2,4,8,0,2,3,0.48,0.4697,0.88,0.3881,15,211,226,Spring,Tuesday,April,2011,Morning
2340,4/12/11,2,4,9,0,2,3,0.46,0.4545,0.94,0.4925,4,50,54,Spring,Tuesday,April,2011,Morning
2341,4/12/11,2,4,10,0,2,3,0.5,0.4848,0.82,0.4179,6,34,40,Spring,Tuesday,April,2011,Morning
2342,4/12/11,2,4,11,0,2,1,0.52,0.5,0.77,0.3582,11,38,49,Spring,Tuesday,April,2011,Morning
2343,4/12/11,2,4,12,0,2,2,0.56,0.5303,0.64,0.4627,9,83,92,Spring,Tuesday,April,2011,Afternoon
2344,4/12/11,2,4,13,0,2,3,0.54,0.5152,0.68,0.2836,22,84,106,Spring,Tuesday,April,2011,Afternoon
2345,4/12/11,2,4,14,0,2,2,0.5,0.4848,0.82,0.2836,16,28,44,Spring,Tuesday,April,2011,Afternoon
2346,4/12/11,2,4,15,0,2,2,0.48,0.4697,0.77,0.5224,24,54,78,Spring,Tuesday,April,2011,Afternoon
2347,4/12/11,2,4,16,0,2,2,0.48,0.4697,0.77,0.3881,19,80,99,Spring,Tuesday,April,2011,Afternoon
2348,4/12/11,2,4,17,0,2,3,0.44,0.4394,0.77,0.2239,29,262,291,Spring,Tuesday,April,2011,Evening
2349,4/12/11,2,4,18,0,2,3,0.44,0.4394,0.77,0.2239,21,203,224,Spring,Tuesday,April,2011,Evening
2350,4/12/11,2,4,19,0,2,2,0.42,0.4242,0.82,0.2836,3,127,130,Spring,Tuesday,April,2011,Evening
2351,4/12/11,2,4,20,0,2,2,0.42,0.4242,0.82,0.2836,9,94,103,Spring,Tuesday,April,2011,Evening
2352,4/12/11,2,4,21,0,2,2,0.42,0.4242,0.82,0.194,10,74,84,Spring,Tuesday,April,2011,Night
2353,4/12/11,2,4,22,0,2,2,0.4,0.4091,0.94,0.2985,7,47,54,Spring,Tuesday,April,2011,Night
2354,4/12/11,2,4,23,0,2,2,0.4,0.4091,0.94,0.2537,8,31,39,Spring,Tuesday,April,2011,Night
2355,4/13/11,2,4,0,0,3,2,0.4,0.4091,1,0.2985,3,12,15,Spring,Wednesday,April,2011,Night
2356,4/13/11,2,4,1,0,3,2,0.4,0.4091,1,0.2985,0,1,1,Spring,Wednesday,April,2011,Night
2357,4/13/11,2,4,2,0,3,3,0.4,0.4091,1,0.2985,0,2,2,Spring,Wednesday,April,2011,Night
2358,4/13/11,2,4,3,0,3,3,0.4,0.4091,0.94,0.3284,0,2,2,Spring,Wednesday,April,2011,Night
2359,4/13/11,2,4,4,0,3,3,0.4,0.4091,0.94,0.3284,1,2,3,Spring,Wednesday,April,2011,Night
2360,4/13/11,2,4,5,0,3,3,0.38,0.3939,0.94,0.2537,1,4,5,Spring,Wednesday,April,2011,Morning
2361,4/13/11,2,4,6,0,3,3,0.38,0.3939,0.94,0.2239,1,33,34,Spring,Wednesday,April,2011,Morning
2362,4/13/11,2,4,7,0,3,3,0.36,0.3485,1,0.2239,3,67,70,Spring,Wednesday,April,2011,Morning
2363,4/13/11,2,4,8,0,3,3,0.38,0.3939,0.94,0.194,6,158,164,Spring,Wednesday,April,2011,Morning
2364,4/13/11,2,4,9,0,3,2,0.38,0.3939,0.94,0.2239,2,63,65,Spring,Wednesday,April,2011,Morning
2365,4/13/11,2,4,10,0,3,2,0.4,0.4091,0.87,0.194,4,42,46,Spring,Wednesday,April,2011,Morning
2366,4/13/11,2,4,11,0,3,2,0.42,0.4242,0.82,0.194,4,57,61,Spring,Wednesday,April,2011,Morning
2367,4/13/11,2,4,12,0,3,3,0.42,0.4242,0.82,0.2537,12,83,95,Spring,Wednesday,April,2011,Afternoon
2368,4/13/11,2,4,13,0,3,2,0.44,0.4394,0.77,0.194,6,55,61,Spring,Wednesday,April,2011,Afternoon
2369,4/13/11,2,4,14,0,3,2,0.42,0.4242,0.77,0.2537,24,82,106,Spring,Wednesday,April,2011,Afternoon
2370,4/13/11,2,4,15,0,3,2,0.44,0.4394,0.72,0.2836,12,69,81,Spring,Wednesday,April,2011,Afternoon
2371,4/13/11,2,4,16,0,3,1,0.46,0.4545,0.67,0.2836,23,119,142,Spring,Wednesday,April,2011,Afternoon
2372,4/13/11,2,4,17,0,3,1,0.46,0.4545,0.67,0.2985,25,284,309,Spring,Wednesday,April,2011,Evening
2373,4/13/11,2,4,18,0,3,1,0.44,0.4394,0.62,0.3881,28,293,321,Spring,Wednesday,April,2011,Evening
2374,4/13/11,2,4,19,0,3,1,0.44,0.4394,0.62,0.2537,15,160,175,Spring,Wednesday,April,2011,Evening
2375,4/13/11,2,4,20,0,3,1,0.44,0.4394,0.62,0.2537,7,119,126,Spring,Wednesday,April,2011,Evening
2376,4/13/11,2,4,21,0,3,1,0.42,0.4242,0.67,0.1642,17,100,117,Spring,Wednesday,April,2011,Night
2377,4/13/11,2,4,22,0,3,1,0.42,0.4242,0.67,0.194,10,89,99,Spring,Wednesday,April,2011,Night
2378,4/13/11,2,4,23,0,3,1,0.4,0.4091,0.71,0.1343,5,57,62,Spring,Wednesday,April,2011,Night
2379,4/14/11,2,4,0,0,4,1,0.38,0.3939,0.76,0.1343,3,18,21,Spring,Thursday,April,2011,Night
2380,4/14/11,2,4,1,0,4,1,0.38,0.3939,0.76,0.2239,1,9,10,Spring,Thursday,April,2011,Night
2381,4/14/11,2,4,2,0,4,1,0.36,0.3485,0.76,0.1343,0,3,3,Spring,Thursday,April,2011,Night
2382,4/14/11,2,4,3,0,4,1,0.34,0.3333,0.81,0.1343,0,2,2,Spring,Thursday,April,2011,Night
2383,4/14/11,2,4,4,0,4,1,0.34,0.3636,0.76,0,1,8,9,Spring,Thursday,April,2011,Night
2384,4/14/11,2,4,5,0,4,1,0.34,0.3485,0.76,0.0896,2,12,14,Spring,Thursday,April,2011,Morning
2385,4/14/11,2,4,6,0,4,1,0.34,0.3485,0.76,0.1045,4,66,70,Spring,Thursday,April,2011,Morning
2386,4/14/11,2,4,7,0,4,1,0.38,0.3939,0.66,0,11,182,193,Spring,Thursday,April,2011,Morning
2387,4/14/11,2,4,8,0,4,1,0.42,0.4242,0.58,0.1642,21,316,337,Spring,Thursday,April,2011,Morning
2388,4/14/11,2,4,9,0,4,1,0.46,0.4545,0.51,0.1343,18,152,170,Spring,Thursday,April,2011,Morning
2389,4/14/11,2,4,10,0,4,1,0.5,0.4848,0.51,0.194,21,68,89,Spring,Thursday,April,2011,Morning
2390,4/14/11,2,4,11,0,4,1,0.52,0.5,0.45,0.1642,28,87,115,Spring,Thursday,April,2011,Morning
2391,4/14/11,2,4,12,0,4,1,0.54,0.5152,0.42,0.1343,35,110,145,Spring,Thursday,April,2011,Afternoon
2392,4/14/11,2,4,13,0,4,1,0.56,0.5303,0.37,0.2239,38,121,159,Spring,Thursday,April,2011,Afternoon
2393,4/14/11,2,4,14,0,4,1,0.56,0.5303,0.35,0.0896,36,101,137,Spring,Thursday,April,2011,Afternoon
2394,4/14/11,2,4,15,0,4,1,0.6,0.6212,0.31,0.0896,57,85,142,Spring,Thursday,April,2011,Afternoon
2395,4/14/11,2,4,16,0,4,1,0.6,0.6061,0.26,0.1045,49,153,202,Spring,Thursday,April,2011,Afternoon
2396,4/14/11,2,4,17,0,4,1,0.6,0.6061,0.28,0,50,338,388,Spring,Thursday,April,2011,Evening
2397,4/14/11,2,4,18,0,4,1,0.56,0.5303,0.3,0,47,290,337,Spring,Thursday,April,2011,Evening
2398,4/14/11,2,4,19,0,4,1,0.54,0.5152,0.32,0,37,222,259,Spring,Thursday,April,2011,Evening
2399,4/14/11,2,4,20,0,4,1,0.5,0.4848,0.51,0.194,22,147,169,Spring,Thursday,April,2011,Evening
2400,4/14/11,2,4,21,0,4,1,0.46,0.4545,0.63,0.1343,19,126,145,Spring,Thursday,April,2011,Night
2401,4/14/11,2,4,22,0,4,1,0.48,0.4697,0.55,0.1045,22,82,104,Spring,Thursday,April,2011,Night
2402,4/14/11,2,4,23,0,4,1,0.46,0.4545,0.59,0.1045,7,40,47,Spring,Thursday,April,2011,Night
2403,4/15/11,2,4,0,1,5,1,0.44,0.4394,0.67,0,6,21,27,Spring,Friday,April,2011,Night
2404,4/15/11,2,4,1,1,5,1,0.44,0.4394,0.62,0,6,9,15,Spring,Friday,April,2011,Night
2405,4/15/11,2,4,2,1,5,1,0.4,0.4091,0.76,0,8,10,18,Spring,Friday,April,2011,Night
2406,4/15/11,2,4,3,1,5,1,0.4,0.4091,0.76,0,0,3,3,Spring,Friday,April,2011,Night
2407,4/15/11,2,4,4,1,5,1,0.38,0.3939,0.82,0.0896,0,3,3,Spring,Friday,April,2011,Night
2408,4/15/11,2,4,5,1,5,1,0.36,0.3636,0.81,0.1045,2,11,13,Spring,Friday,April,2011,Morning
2409,4/15/11,2,4,6,1,5,1,0.36,0.3636,0.81,0.0896,5,42,47,Spring,Friday,April,2011,Morning
2410,4/15/11,2,4,7,1,5,1,0.4,0.4091,0.71,0.1642,10,139,149,Spring,Friday,April,2011,Morning
2411,4/15/11,2,4,8,1,5,1,0.44,0.4394,0.62,0.2985,21,279,300,Spring,Friday,April,2011,Morning
2412,4/15/11,2,4,9,1,5,1,0.5,0.4848,0.55,0.194,16,162,178,Spring,Friday,April,2011,Morning
2413,4/15/11,2,4,10,1,5,1,0.5,0.4848,0.55,0.194,31,91,122,Spring,Friday,April,2011,Morning
2414,4/15/11,2,4,11,1,5,1,0.52,0.5,0.55,0.194,41,95,136,Spring,Friday,April,2011,Morning
2415,4/15/11,2,4,12,1,5,1,0.52,0.5,0.55,0.2836,45,155,200,Spring,Friday,April,2011,Afternoon
2416,4/15/11,2,4,13,1,5,1,0.54,0.5152,0.52,0.2537,47,133,180,Spring,Friday,April,2011,Afternoon
2417,4/15/11,2,4,14,1,5,1,0.54,0.5152,0.52,0.2537,57,106,163,Spring,Friday,April,2011,Afternoon
2418,4/15/11,2,4,15,1,5,1,0.54,0.5152,0.52,0.4478,50,112,162,Spring,Friday,April,2011,Afternoon
2419,4/15/11,2,4,16,1,5,1,0.52,0.5,0.55,0.4925,70,173,243,Spring,Friday,April,2011,Afternoon
2420,4/15/11,2,4,17,1,5,2,0.5,0.4848,0.63,0.3881,64,267,331,Spring,Friday,April,2011,Evening
2421,4/15/11,2,4,18,1,5,2,0.46,0.4545,0.67,0.3881,47,216,263,Spring,Friday,April,2011,Evening
2422,4/15/11,2,4,19,1,5,1,0.42,0.4242,0.77,0.3881,41,168,209,Spring,Friday,April,2011,Evening
2423,4/15/11,2,4,20,1,5,2,0.4,0.4091,0.76,0.3284,26,92,118,Spring,Friday,April,2011,Evening
2424,4/15/11,2,4,21,1,5,2,0.4,0.4091,0.76,0.2985,25,77,102,Spring,Friday,April,2011,Night
2425,4/15/11,2,4,22,1,5,2,0.38,0.3939,0.82,0.3881,16,64,80,Spring,Friday,April,2011,Night
2426,4/15/11,2,4,23,1,5,2,0.36,0.3485,0.81,0.194,8,56,64,Spring,Friday,April,2011,Night
2427,4/16/11,2,4,0,0,6,2,0.36,0.3485,0.81,0.2239,7,36,43,Spring,Saturday,April,2011,Night
2428,4/16/11,2,4,1,0,6,2,0.36,0.3333,0.87,0.2836,5,28,33,Spring,Saturday,April,2011,Night
2429,4/16/11,2,4,2,0,6,2,0.36,0.3485,0.87,0.1343,5,19,24,Spring,Saturday,April,2011,Night
2430,4/16/11,2,4,3,0,6,2,0.36,0.3485,0.87,0.1642,5,9,14,Spring,Saturday,April,2011,Night
2431,4/16/11,2,4,4,0,6,2,0.36,0.3485,0.87,0.2239,1,4,5,Spring,Saturday,April,2011,Night
2432,4/16/11,2,4,5,0,6,2,0.38,0.3939,0.87,0.2836,1,3,4,Spring,Saturday,April,2011,Morning
2433,4/16/11,2,4,6,0,6,3,0.4,0.4091,0.82,0.3284,1,9,10,Spring,Saturday,April,2011,Morning
2434,4/16/11,2,4,7,0,6,2,0.4,0.4091,0.82,0.4179,3,18,21,Spring,Saturday,April,2011,Morning
2435,4/16/11,2,4,8,0,6,3,0.4,0.4091,0.87,0.3582,7,38,45,Spring,Saturday,April,2011,Morning
2436,4/16/11,2,4,9,0,6,3,0.4,0.4091,1,0.2985,2,27,29,Spring,Saturday,April,2011,Morning
2437,4/16/11,2,4,10,0,6,3,0.42,0.4242,0.94,0.3881,1,21,22,Spring,Saturday,April,2011,Morning
2438,4/16/11,2,4,11,0,6,3,0.42,0.4242,0.94,0.4478,4,27,31,Spring,Saturday,April,2011,Morning
2439,4/16/11,2,4,12,0,6,2,0.46,0.4545,0.88,0.5821,6,26,32,Spring,Saturday,April,2011,Afternoon
2440,4/16/11,2,4,13,0,6,3,0.46,0.4545,0.94,0.5224,9,49,58,Spring,Saturday,April,2011,Afternoon
2441,4/16/11,2,4,14,0,6,3,0.52,0.5,0.83,0.5821,14,49,63,Spring,Saturday,April,2011,Afternoon
2442,4/16/11,2,4,15,0,6,3,0.52,0.5,0.83,0.5821,16,62,78,Spring,Saturday,April,2011,Afternoon
2443,4/16/11,2,4,16,0,6,3,0.5,0.4848,0.88,0.4627,6,27,33,Spring,Saturday,April,2011,Afternoon
2444,4/16/11,2,4,17,0,6,3,0.5,0.4848,0.88,0.5821,1,14,15,Spring,Saturday,April,2011,Evening
2445,4/16/11,2,4,18,0,6,2,0.5,0.4848,0.94,0.3881,6,32,38,Spring,Saturday,April,2011,Evening
2446,4/16/11,2,4,19,0,6,2,0.52,0.5,0.94,0.4179,9,62,71,Spring,Saturday,April,2011,Evening
2447,4/16/11,2,4,20,0,6,3,0.44,0.4394,0.94,0.2239,4,49,53,Spring,Saturday,April,2011,Evening
2448,4/16/11,2,4,21,0,6,2,0.44,0.4394,0.94,0,1,13,14,Spring,Saturday,April,2011,Night
2449,4/16/11,2,4,22,0,6,3,0.42,0.4242,1,0,2,22,24,Spring,Saturday,April,2011,Night
2450,4/16/11,2,4,23,0,6,2,0.44,0.4394,0.77,0.2836,5,30,35,Spring,Saturday,April,2011,Night
2451,4/17/11,2,4,0,0,0,2,0.44,0.4394,0.77,0.2836,4,29,33,Spring,Sunday,April,2011,Night
2452,4/17/11,2,4,1,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31,Spring,Sunday,April,2011,Night
2453,4/17/11,2,4,2,0,0,1,0.4,0.4091,0.62,0.194,4,25,29,Spring,Sunday,April,2011,Night
2454,4/17/11,2,4,3,0,0,1,0.4,0.4091,0.66,0.1343,12,13,25,Spring,Sunday,April,2011,Night
2455,4/17/11,2,4,4,0,0,1,0.36,0.3636,0.76,0.1045,2,5,7,Spring,Sunday,April,2011,Night
2456,4/17/11,2,4,5,0,0,1,0.36,0.3485,0.71,0.1642,2,1,3,Spring,Sunday,April,2011,Morning
2457,4/17/11,2,4,6,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8,Spring,Sunday,April,2011,Morning
2458,4/17/11,2,4,7,0,0,1,0.36,0.3333,0.5,0.3582,2,14,16,Spring,Sunday,April,2011,Morning
2459,4/17/11,2,4,8,0,0,1,0.38,0.3939,0.46,0.3881,7,36,43,Spring,Sunday,April,2011,Morning
2460,4/17/11,2,4,9,0,0,1,0.4,0.4091,0.43,0.2836,31,71,102,Spring,Sunday,April,2011,Morning
2461,4/17/11,2,4,10,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211,Spring,Sunday,April,2011,Morning
2462,4/17/11,2,4,11,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304,Spring,Sunday,April,2011,Morning
2463,4/17/11,2,4,12,0,0,1,0.46,0.4545,0.38,0.3881,167,187,354,Spring,Sunday,April,2011,Afternoon
2464,4/17/11,2,4,13,0,0,1,0.5,0.4848,0.34,0.3881,181,162,343,Spring,Sunday,April,2011,Afternoon
2465,4/17/11,2,4,14,0,0,1,0.52,0.5,0.34,0.3881,170,191,361,Spring,Sunday,April,2011,Afternoon
2466,4/17/11,2,4,15,0,0,1,0.54,0.5152,0.32,0.5224,179,209,388,Spring,Sunday,April,2011,Afternoon
2467,4/17/11,2,4,16,0,0,1,0.54,0.5152,0.3,0.3582,161,182,343,Spring,Sunday,April,2011,Afternoon
2468,4/17/11,2,4,17,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306,Spring,Sunday,April,2011,Evening
2469,4/17/11,2,4,18,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277,Spring,Sunday,April,2011,Evening
2470,4/17/11,2,4,19,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210,Spring,Sunday,April,2011,Evening
2471,4/17/11,2,4,20,0,0,1,0.52,0.5,0.36,0.194,44,97,141,Spring,Sunday,April,2011,Evening
2472,4/17/11,2,4,21,0,0,1,0.5,0.4848,0.42,0.194,13,70,83,Spring,Sunday,April,2011,Night
2473,4/17/11,2,4,22,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70,Spring,Sunday,April,2011,Night
2474,4/17/11,2,4,23,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56,Spring,Sunday,April,2011,Night
2475,4/18/11,2,4,0,0,1,1,0.46,0.4545,0.47,0.0896,15,24,39,Spring,Monday,April,2011,Night
2476,4/18/11,2,4,1,0,1,1,0.46,0.4545,0.47,0.1343,11,8,19,Spring,Monday,April,2011,Night
2477,4/18/11,2,4,2,0,1,1,0.42,0.4242,0.67,0.1045,14,2,16,Spring,Monday,April,2011,Night
2478,4/18/11,2,4,3,0,1,1,0.42,0.4242,0.62,0.1045,6,1,7,Spring,Monday,April,2011,Night
2479,4/18/11,2,4,4,0,1,1,0.4,0.4091,0.87,0.1642,2,4,6,Spring,Monday,April,2011,Night
2480,4/18/11,2,4,5,0,1,1,0.4,0.4091,0.76,0.0896,0,16,16,Spring,Monday,April,2011,Morning
2481,4/18/11,2,4,6,0,1,1,0.4,0.4091,0.82,0,3,51,54,Spring,Monday,April,2011,Morning
2482,4/18/11,2,4,7,0,1,1,0.46,0.4545,0.63,0,12,156,168,Spring,Monday,April,2011,Morning
2483,4/18/11,2,4,8,0,1,1,0.46,0.4545,0.63,0,20,277,297,Spring,Monday,April,2011,Morning
2484,4/18/11,2,4,9,0,1,2,0.5,0.4848,0.55,0.1045,37,132,169,Spring,Monday,April,2011,Morning
2485,4/18/11,2,4,10,0,1,2,0.52,0.5,0.55,0.1045,41,68,109,Spring,Monday,April,2011,Morning
2486,4/18/11,2,4,11,0,1,2,0.54,0.5152,0.52,0.0896,36,87,123,Spring,Monday,April,2011,Morning
2487,4/18/11,2,4,12,0,1,2,0.56,0.5303,0.49,0.0896,60,124,184,Spring,Monday,April,2011,Afternoon
2488,4/18/11,2,4,13,0,1,2,0.56,0.5303,0.49,0.1642,41,128,169,Spring,Monday,April,2011,Afternoon
2489,4/18/11,2,4,14,0,1,2,0.58,0.5455,0.49,0.194,49,95,144,Spring,Monday,April,2011,Afternoon
2490,4/18/11,2,4,15,0,1,2,0.6,0.6212,0.43,0.194,64,112,176,Spring,Monday,April,2011,Afternoon
2491,4/18/11,2,4,16,0,1,1,0.6,0.6212,0.46,0.2836,40,165,205,Spring,Monday,April,2011,Afternoon
2492,4/18/11,2,4,17,0,1,1,0.58,0.5455,0.49,0.2836,66,362,428,Spring,Monday,April,2011,Evening
2493,4/18/11,2,4,18,0,1,1,0.64,0.6212,0.31,0.3582,41,321,362,Spring,Monday,April,2011,Evening
2494,4/18/11,2,4,19,0,1,1,0.56,0.5303,0.46,0.2537,42,244,286,Spring,Monday,April,2011,Evening
2495,4/18/11,2,4,20,0,1,1,0.6,0.6212,0.33,0.2985,29,136,165,Spring,Monday,April,2011,Evening
2496,4/18/11,2,4,21,0,1,1,0.56,0.5303,0.37,0.2836,20,131,151,Spring,Monday,April,2011,Night
2497,4/18/11,2,4,22,0,1,1,0.52,0.5,0.55,0.2836,9,81,90,Spring,Monday,April,2011,Night
2498,4/18/11,2,4,23,0,1,1,0.5,0.4848,0.59,0.2537,11,35,46,Spring,Monday,April,2011,Night
2499,4/19/11,2,4,0,0,2,1,0.5,0.4848,0.55,0.2239,2,23,25,Spring,Tuesday,April,2011,Night
2500,4/19/11,2,4,1,0,2,1,0.46,0.4545,0.63,0.2239,5,2,7,Spring,Tuesday,April,2011,Night
2501,4/19/11,2,4,2,0,2,1,0.46,0.4545,0.67,0.2836,8,5,13,Spring,Tuesday,April,2011,Night
2502,4/19/11,2,4,3,0,2,1,0.48,0.4697,0.63,0.2239,0,3,3,Spring,Tuesday,April,2011,Night
2503,4/19/11,2,4,4,0,2,1,0.46,0.4545,0.67,0.0896,1,4,5,Spring,Tuesday,April,2011,Night
2504,4/19/11,2,4,5,0,2,2,0.46,0.4545,0.72,0.194,1,17,18,Spring,Tuesday,April,2011,Morning
2505,4/19/11,2,4,6,0,2,2,0.48,0.4697,0.67,0,2,63,65,Spring,Tuesday,April,2011,Morning
2506,4/19/11,2,4,7,0,2,2,0.52,0.5,0.55,0,22,166,188,Spring,Tuesday,April,2011,Morning
2507,4/19/11,2,4,8,0,2,2,0.5,0.4848,0.68,0.1343,20,331,351,Spring,Tuesday,April,2011,Morning
2508,4/19/11,2,4,9,0,2,3,0.52,0.5,0.63,0.0896,23,139,162,Spring,Tuesday,April,2011,Morning
2509,4/19/11,2,4,10,0,2,2,0.5,0.4848,0.72,0.2239,15,60,75,Spring,Tuesday,April,2011,Morning
2510,4/19/11,2,4,11,0,2,2,0.54,0.5152,0.68,0.1642,19,53,72,Spring,Tuesday,April,2011,Morning
2511,4/19/11,2,4,12,0,2,2,0.54,0.5152,0.64,0.0896,19,84,103,Spring,Tuesday,April,2011,Afternoon
2512,4/19/11,2,4,13,0,2,2,0.54,0.5152,0.68,0.2239,26,103,129,Spring,Tuesday,April,2011,Afternoon
2513,4/19/11,2,4,14,0,2,2,0.54,0.5152,0.64,0.194,19,88,107,Spring,Tuesday,April,2011,Afternoon
2514,4/19/11,2,4,15,0,2,2,0.54,0.5152,0.65,0.1642,44,83,127,Spring,Tuesday,April,2011,Afternoon
2515,4/19/11,2,4,16,0,2,1,0.56,0.5303,0.52,0.2985,30,162,192,Spring,Tuesday,April,2011,Afternoon
2516,4/19/11,2,4,17,0,2,1,0.56,0.5303,0.6,0.1045,39,372,411,Spring,Tuesday,April,2011,Evening
2517,4/19/11,2,4,18,0,2,2,0.54,0.5152,0.64,0.1343,44,377,421,Spring,Tuesday,April,2011,Evening
2518,4/19/11,2,4,19,0,2,2,0.5,0.4848,0.72,0.194,28,248,276,Spring,Tuesday,April,2011,Evening
2519,4/19/11,2,4,20,0,2,2,0.5,0.4848,0.72,0.2239,20,148,168,Spring,Tuesday,April,2011,Evening
2520,4/19/11,2,4,21,0,2,2,0.5,0.4848,0.72,0.1343,8,114,122,Spring,Tuesday,April,2011,Night
2521,4/19/11,2,4,22,0,2,1,0.48,0.4697,0.77,0.0896,3,109,112,Spring,Tuesday,April,2011,Night
2522,4/19/11,2,4,23,0,2,1,0.46,0.4545,0.88,0.0896,11,41,52,Spring,Tuesday,April,2011,Night
2523,4/20/11,2,4,0,0,3,1,0.44,0.4394,0.88,0.1343,4,29,33,Spring,Wednesday,April,2011,Night
2524,4/20/11,2,4,1,0,3,1,0.42,0.4242,0.94,0.1642,2,5,7,Spring,Wednesday,April,2011,Night
2525,4/20/11,2,4,2,0,3,1,0.42,0.4242,0.94,0.1642,0,2,2,Spring,Wednesday,April,2011,Night
2526,4/20/11,2,4,3,0,3,1,0.42,0.4242,0.94,0,0,2,2,Spring,Wednesday,April,2011,Night
2527,4/20/11,2,4,4,0,3,1,0.4,0.4091,1,0.1045,5,4,9,Spring,Wednesday,April,2011,Night
2528,4/20/11,2,4,5,0,3,1,0.4,0.4091,0.94,0.194,1,14,15,Spring,Wednesday,April,2011,Morning
2529,4/20/11,2,4,6,0,3,1,0.42,0.4242,0.94,0.1642,2,62,64,Spring,Wednesday,April,2011,Morning
2530,4/20/11,2,4,7,0,3,1,0.44,0.4394,0.94,0,26,211,237,Spring,Wednesday,April,2011,Morning
2531,4/20/11,2,4,8,0,3,1,0.62,0.6061,0.69,0.4627,22,374,396,Spring,Wednesday,April,2011,Morning
2532,4/20/11,2,4,9,0,3,1,0.66,0.6212,0.61,0.2836,27,170,197,Spring,Wednesday,April,2011,Morning
2533,4/20/11,2,4,10,0,3,1,0.62,0.6061,0.69,0.0896,45,86,131,Spring,Wednesday,April,2011,Morning
2534,4/20/11,2,4,11,0,3,1,0.62,0.6061,0.69,0.0896,31,87,118,Spring,Wednesday,April,2011,Morning
2535,4/20/11,2,4,12,0,3,1,0.7,0.6515,0.48,0.3881,28,117,145,Spring,Wednesday,April,2011,Afternoon
2536,4/20/11,2,4,13,0,3,1,0.7,0.6515,0.48,0.3881,42,135,177,Spring,Wednesday,April,2011,Afternoon
2537,4/20/11,2,4,14,0,3,1,0.74,0.6515,0.4,0.4627,33,115,148,Spring,Wednesday,April,2011,Afternoon
2538,4/20/11,2,4,15,0,3,2,0.76,0.6667,0.35,0.3582,32,113,145,Spring,Wednesday,April,2011,Afternoon
2539,4/20/11,2,4,16,0,3,2,0.76,0.6667,0.35,0.3582,54,201,255,Spring,Wednesday,April,2011,Afternoon
2540,4/20/11,2,4,17,0,3,2,0.74,0.6515,0.37,0.4179,34,398,432,Spring,Wednesday,April,2011,Evening
2541,4/20/11,2,4,18,0,3,1,0.74,0.6515,0.3,0.3582,56,385,441,Spring,Wednesday,April,2011,Evening
