instant,dteday,season,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,Total_amount_of_rentals,season_names,weekday_names,month_names,year,time_of_day
1439,2011-03-05,1,3,5,0,6,2,0.3,0.303,1.0,0.1343,0,3,3,Winter,Saturday,March,2011,Morning
1440,2011-03-05,1,3,6,0,6,2,0.3,0.2879,1.0,0.2239,1,3,4,Winter,Saturday,March,2011,Morning
1441,2011-03-05,1,3,7,0,6,2,0.3,0.2727,1.0,0.2985,5,10,15,Winter,Saturday,March,2011,Morning
1442,2011-03-05,1,3,8,0,6,2,0.3,0.2727,1.0,0.2985,11,34,45,Winter,Saturday,March,2011,Morning
1443,2011-03-05,1,3,9,0,6,2,0.32,0.303,0.93,0.2239,15,48,63,Winter,Saturday,March,2011,Morning
1444,2011-03-05,1,3,10,0,6,2,0.34,0.3333,0.93,0.194,34,69,103,Winter,Saturday,March,2011,Morning
1445,2011-03-05,1,3,11,0,6,2,0.4,0.4091,0.76,0.2239,43,116,159,Winter,Saturday,March,2011,Morning
1446,2011-03-05,1,3,12,0,6,2,0.44,0.4394,0.67,0.2537,46,121,167,Winter,Saturday,March,2011,Afternoon
1447,2011-03-05,1,3,13,0,6,2,0.46,0.4545,0.67,0.2836,60,130,190,Winter,Saturday,March,2011,Afternoon
1448,2011-03-05,1,3,14,0,6,2,0.48,0.4697,0.59,0.2836,80,118,198,Winter,Saturday,March,2011,Afternoon
1449,2011-03-05,1,3,15,0,6,2,0.46,0.4545,0.63,0.2985,83,122,205,Winter,Saturday,March,2011,Afternoon
1450,2011-03-05,1,3,16,0,6,2,0.48,0.4697,0.59,0.2985,74,130,204,Winter,Saturday,March,2011,Afternoon
1451,2011-03-05,1,3,17,0,6,2,0.48,0.4697,0.59,0.3582,60,104,164,Winter,Saturday,March,2011,Evening
1452,2011-03-05,1,3,18,0,6,2,0.48,0.4697,0.59,0.3284,37,115,152,Winter,Saturday,March,2011,Evening
1453,2011-03-05,1,3,19,0,6,2,0.46,0.4545,0.67,0.3284,27,62,89,Winter,Saturday,March,2011,Evening
1454,2011-03-05,1,3,20,0,6,2,0.44,0.4394,0.77,0.3284,12,58,70,Winter,Saturday,March,2011,Evening
1455,2011-03-05,1,3,21,0,6,2,0.44,0.4394,0.72,0.3284,12,60,72,Winter,Saturday,March,2011,Night
1456,2011-03-05,1,3,22,0,6,2,0.42,0.4242,0.77,0.2985,16,47,63,Winter,Saturday,March,2011,Night
1457,2011-03-05,1,3,23,0,6,2,0.44,0.4394,0.77,0.2985,10,34,44,Winter,Saturday,March,2011,Night
1458,2011-03-06,1,3,0,0,0,2,0.42,0.4242,0.77,0.3582,11,41,52,Winter,Sunday,March,2011,Night
1459,2011-03-06,1,3,1,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39,Winter,Sunday,March,2011,Night
1460,2011-03-06,1,3,2,0,0,2,0.4,0.4091,0.82,0.2836,5,27,32,Winter,Sunday,March,2011,Night
1461,2011-03-06,1,3,3,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11,Winter,Sunday,March,2011,Night
1462,2011-03-06,1,3,4,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3,Winter,Sunday,March,2011,Night
1463,2011-03-06,1,3,6,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2,Winter,Sunday,March,2011,Morning
1464,2011-03-06,1,3,7,0,0,3,0.42,0.4242,1.0,0.4478,0,5,5,Winter,Sunday,March,2011,Morning
1465,2011-03-06,1,3,8,0,0,2,0.4,0.4091,1.0,0.2985,1,8,9,Winter,Sunday,March,2011,Morning
1466,2011-03-06,1,3,9,0,0,2,0.42,0.4242,1.0,0.2836,4,18,22,Winter,Sunday,March,2011,Morning
1467,2011-03-06,1,3,10,0,0,2,0.42,0.4242,1.0,0.2985,4,27,31,Winter,Sunday,March,2011,Morning
1468,2011-03-06,1,3,11,0,0,2,0.42,0.4242,1.0,0.2239,18,44,62,Winter,Sunday,March,2011,Morning
1469,2011-03-06,1,3,12,0,0,2,0.46,0.4545,0.94,0.3284,10,69,79,Winter,Sunday,March,2011,Afternoon
1470,2011-03-06,1,3,13,0,0,2,0.46,0.4545,0.94,0.3582,22,83,105,Winter,Sunday,March,2011,Afternoon
1471,2011-03-06,1,3,14,0,0,3,0.44,0.4394,1.0,0.2239,12,27,39,Winter,Sunday,March,2011,Afternoon
1472,2011-03-06,1,3,15,0,0,3,0.44,0.4394,1.0,0.2239,3,4,7,Winter,Sunday,March,2011,Afternoon
1473,2011-03-06,1,3,16,0,0,3,0.36,0.3333,1.0,0.2836,3,8,11,Winter,Sunday,March,2011,Afternoon
1474,2011-03-06,1,3,17,0,0,3,0.34,0.303,1.0,0.2985,2,23,25,Winter,Sunday,March,2011,Evening
1475,2011-03-06,1,3,18,0,0,3,0.32,0.2879,1.0,0.3582,0,23,23,Winter,Sunday,March,2011,Evening
1476,2011-03-06,1,3,19,0,0,3,0.3,0.2576,1.0,0.4925,0,11,11,Winter,Sunday,March,2011,Evening
1477,2011-03-06,1,3,20,0,0,3,0.28,0.2424,1.0,0.4179,3,8,11,Winter,Sunday,March,2011,Evening
1478,2011-03-06,1,3,21,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7,Winter,Sunday,March,2011,Night
1479,2011-03-06,1,3,22,0,0,2,0.22,0.197,1.0,0.3881,0,10,10,Winter,Sunday,March,2011,Night
1480,2011-03-06,1,3,23,0,0,2,0.22,0.197,1.0,0.4179,0,9,9,Winter,Sunday,March,2011,Night
1481,2011-03-07,1,3,0,0,1,3,0.2,0.1818,1.0,0.3284,0,4,4,Winter,Monday,March,2011,Night
1482,2011-03-07,1,3,1,0,1,3,0.2,0.1818,1.0,0.3284,0,2,2,Winter,Monday,March,2011,Night
1483,2011-03-07,1,3,3,0,1,1,0.2,0.1515,0.8,0.5821,0,1,1,Winter,Monday,March,2011,Night
1484,2011-03-07,1,3,4,0,1,1,0.2,0.1515,0.8,0.5224,1,0,1,Winter,Monday,March,2011,Night
1485,2011-03-07,1,3,5,0,1,1,0.2,0.1818,0.75,0.3582,0,1,1,Winter,Monday,March,2011,Morning
1486,2011-03-07,1,3,6,0,1,1,0.2,0.1818,0.75,0.3881,3,31,34,Winter,Monday,March,2011,Morning
1487,2011-03-07,1,3,7,0,1,1,0.2,0.1667,0.75,0.4179,3,88,91,Winter,Monday,March,2011,Morning
1488,2011-03-07,1,3,8,0,1,1,0.2,0.1818,0.75,0.3881,11,200,211,Winter,Monday,March,2011,Morning
1489,2011-03-07,1,3,9,0,1,1,0.22,0.1818,0.64,0.4627,5,129,134,Winter,Monday,March,2011,Morning
1490,2011-03-07,1,3,10,0,1,1,0.24,0.2121,0.6,0.2985,15,43,58,Winter,Monday,March,2011,Morning
1491,2011-03-07,1,3,11,0,1,1,0.26,0.2121,0.48,0.4478,19,41,60,Winter,Monday,March,2011,Morning
1492,2011-03-07,1,3,12,0,1,1,0.3,0.2727,0.42,0.4179,28,68,96,Winter,Monday,March,2011,Afternoon
1493,2011-03-07,1,3,13,0,1,1,0.32,0.2879,0.36,0.3881,16,54,70,Winter,Monday,March,2011,Afternoon
1494,2011-03-07,1,3,14,0,1,1,0.32,0.2879,0.36,0.4179,21,56,77,Winter,Monday,March,2011,Afternoon
1495,2011-03-07,1,3,15,0,1,1,0.34,0.303,0.31,0.3881,32,64,96,Winter,Monday,March,2011,Afternoon
1496,2011-03-07,1,3,16,0,1,1,0.34,0.303,0.31,0.3582,26,96,122,Winter,Monday,March,2011,Afternoon
1497,2011-03-07,1,3,17,0,1,1,0.34,0.303,0.29,0.3582,27,206,233,Winter,Monday,March,2011,Evening
1498,2011-03-07,1,3,18,0,1,1,0.32,0.303,0.31,0.2239,19,214,233,Winter,Monday,March,2011,Evening
1499,2011-03-07,1,3,19,0,1,1,0.3,0.2879,0.33,0.2239,11,134,145,Winter,Monday,March,2011,Evening
1500,2011-03-07,1,3,20,0,1,1,0.3,0.303,0.33,0.1642,5,87,92,Winter,Monday,March,2011,Evening
1501,2011-03-07,1,3,21,0,1,1,0.28,0.2727,0.38,0.2239,1,53,54,Winter,Monday,March,2011,Night
1502,2011-03-07,1,3,22,0,1,1,0.26,0.2576,0.48,0.1642,1,34,35,Winter,Monday,March,2011,Night
1503,2011-03-07,1,3,23,0,1,1,0.28,0.3182,0.48,0.0,0,22,22,Winter,Monday,March,2011,Night
1504,2011-03-08,1,3,0,0,2,1,0.26,0.2879,0.48,0.0896,1,9,10,Winter,Tuesday,March,2011,Night
1505,2011-03-08,1,3,1,0,2,1,0.24,0.2424,0.52,0.1343,0,4,4,Winter,Tuesday,March,2011,Night
1506,2011-03-08,1,3,2,0,2,1,0.24,0.2424,0.52,0.1343,1,0,1,Winter,Tuesday,March,2011,Night
1507,2011-03-08,1,3,3,0,2,1,0.24,0.2576,0.52,0.0896,5,2,7,Winter,Tuesday,March,2011,Night
1508,2011-03-08,1,3,4,0,2,1,0.22,0.2727,0.64,0.0,0,2,2,Winter,Tuesday,March,2011,Night
1509,2011-03-08,1,3,5,0,2,1,0.2,0.2273,0.69,0.1045,2,8,10,Winter,Tuesday,March,2011,Morning
1510,2011-03-08,1,3,6,0,2,1,0.2,0.2576,0.59,0.0,3,42,45,Winter,Tuesday,March,2011,Morning
1511,2011-03-08,1,3,7,0,2,1,0.18,0.197,0.64,0.1343,9,119,128,Winter,Tuesday,March,2011,Morning
1512,2011-03-08,1,3,8,0,2,1,0.22,0.2273,0.55,0.194,10,247,257,Winter,Tuesday,March,2011,Morning
1513,2011-03-08,1,3,9,0,2,1,0.26,0.2576,0.41,0.1642,11,140,151,Winter,Tuesday,March,2011,Morning
1514,2011-03-08,1,3,10,0,2,2,0.3,0.2879,0.33,0.194,25,46,71,Winter,Tuesday,March,2011,Morning
1515,2011-03-08,1,3,11,0,2,2,0.36,0.3485,0.25,0.1642,26,52,78,Winter,Tuesday,March,2011,Morning
1516,2011-03-08,1,3,12,0,2,2,0.36,0.3788,0.23,0.0,29,70,99,Winter,Tuesday,March,2011,Afternoon
1517,2011-03-08,1,3,13,0,2,2,0.38,0.3939,0.25,0.1045,25,73,98,Winter,Tuesday,March,2011,Afternoon
1518,2011-03-08,1,3,14,0,2,2,0.38,0.3939,0.2,0.0,16,56,72,Winter,Tuesday,March,2011,Afternoon
1519,2011-03-08,1,3,15,0,2,2,0.36,0.3788,0.18,0.0,35,77,112,Winter,Tuesday,March,2011,Afternoon
1520,2011-03-08,1,3,16,0,2,1,0.38,0.3939,0.27,0.1642,26,82,108,Winter,Tuesday,March,2011,Afternoon
1521,2011-03-08,1,3,17,0,2,1,0.36,0.3485,0.27,0.2239,39,209,248,Winter,Tuesday,March,2011,Evening
1522,2011-03-08,1,3,18,0,2,1,0.34,0.3333,0.27,0.194,21,214,235,Winter,Tuesday,March,2011,Evening
1523,2011-03-08,1,3,19,0,2,1,0.34,0.3485,0.31,0.1045,9,141,150,Winter,Tuesday,March,2011,Evening
1524,2011-03-08,1,3,20,0,2,1,0.32,0.3333,0.39,0.0896,2,74,76,Winter,Tuesday,March,2011,Evening
1525,2011-03-08,1,3,21,0,2,1,0.3,0.2879,0.49,0.194,7,68,75,Winter,Tuesday,March,2011,Night
1526,2011-03-08,1,3,22,0,2,1,0.3,0.2879,0.49,0.2239,11,44,55,Winter,Tuesday,March,2011,Night
1527,2011-03-08,1,3,23,0,2,1,0.28,0.2727,0.61,0.194,3,38,41,Winter,Tuesday,March,2011,Night
1528,2011-03-09,1,3,0,0,3,1,0.26,0.2879,0.65,0.0896,0,9,9,Winter,Wednesday,March,2011,Night
1529,2011-03-09,1,3,1,0,3,1,0.26,0.2727,0.52,0.1343,0,4,4,Winter,Wednesday,March,2011,Night
1530,2011-03-09,1,3,2,0,3,1,0.26,0.2727,0.52,0.1343,1,1,2,Winter,Wednesday,March,2011,Night
1531,2011-03-09,1,3,3,0,3,1,0.24,0.2576,0.7,0.0896,1,2,3,Winter,Wednesday,March,2011,Night
1532,2011-03-09,1,3,4,0,3,1,0.24,0.2576,0.75,0.1045,0,2,2,Winter,Wednesday,March,2011,Night
1533,2011-03-09,1,3,5,0,3,2,0.24,0.2424,0.81,0.1343,1,7,8,Winter,Wednesday,March,2011,Morning
1534,2011-03-09,1,3,6,0,3,2,0.24,0.2576,0.85,0.1045,5,44,49,Winter,Wednesday,March,2011,Morning
1535,2011-03-09,1,3,7,0,3,2,0.24,0.2424,0.87,0.1642,18,123,141,Winter,Wednesday,March,2011,Morning
1536,2011-03-09,1,3,8,0,3,2,0.24,0.2424,0.87,0.1343,11,238,249,Winter,Wednesday,March,2011,Morning
1537,2011-03-09,1,3,9,0,3,2,0.26,0.2424,0.87,0.2537,5,136,141,Winter,Wednesday,March,2011,Morning
1538,2011-03-09,1,3,10,0,3,2,0.3,0.2879,0.75,0.2537,8,49,57,Winter,Wednesday,March,2011,Morning
1539,2011-03-09,1,3,11,0,3,2,0.32,0.2879,0.76,0.3881,15,44,59,Winter,Wednesday,March,2011,Morning
1540,2011-03-09,1,3,12,0,3,2,0.32,0.303,0.76,0.2537,14,84,98,Winter,Wednesday,March,2011,Afternoon
1541,2011-03-09,1,3,13,0,3,2,0.32,0.2879,0.76,0.3582,17,82,99,Winter,Wednesday,March,2011,Afternoon
1542,2011-03-09,1,3,14,0,3,2,0.34,0.303,0.76,0.2985,10,61,71,Winter,Wednesday,March,2011,Afternoon
1543,2011-03-09,1,3,15,0,3,2,0.36,0.3333,0.71,0.2985,15,64,79,Winter,Wednesday,March,2011,Afternoon
1544,2011-03-09,1,3,16,0,3,2,0.34,0.303,0.76,0.3284,10,102,112,Winter,Wednesday,March,2011,Afternoon
1545,2011-03-09,1,3,17,0,3,2,0.34,0.303,0.76,0.2985,18,176,194,Winter,Wednesday,March,2011,Evening
1546,2011-03-09,1,3,18,0,3,2,0.34,0.3182,0.76,0.2537,12,176,188,Winter,Wednesday,March,2011,Evening
1547,2011-03-09,1,3,19,0,3,2,0.34,0.303,0.76,0.3284,11,123,134,Winter,Wednesday,March,2011,Evening
1548,2011-03-09,1,3,20,0,3,2,0.32,0.3182,0.87,0.194,4,87,91,Winter,Wednesday,March,2011,Evening
1549,2011-03-09,1,3,21,0,3,2,0.32,0.303,0.93,0.3284,10,52,62,Winter,Wednesday,March,2011,Night
1550,2011-03-09,1,3,22,0,3,3,0.32,0.3182,0.93,0.1642,4,17,21,Winter,Wednesday,March,2011,Night
1551,2011-03-09,1,3,23,0,3,3,0.34,0.3333,0.93,0.194,1,17,18,Winter,Wednesday,March,2011,Night
1552,2011-03-10,1,3,0,0,4,3,0.34,0.3182,0.0,0.2537,3,0,3,Winter,Thursday,March,2011,Night
1553,2011-03-10,1,3,1,0,4,3,0.34,0.3182,0.0,0.2537,0,2,2,Winter,Thursday,March,2011,Night
1554,2011-03-10,1,3,2,0,4,3,0.34,0.3182,0.0,0.2537,0,1,1,Winter,Thursday,March,2011,Night
1555,2011-03-10,1,3,5,0,4,3,0.36,0.3485,0.0,0.194,1,2,3,Winter,Thursday,March,2011,Morning
1556,2011-03-10,1,3,6,0,4,3,0.36,0.3333,0.0,0.3284,0,12,12,Winter,Thursday,March,2011,Morning
1557,2011-03-10,1,3,7,0,4,3,0.38,0.3939,0.0,0.2239,1,36,37,Winter,Thursday,March,2011,Morning
1558,2011-03-10,1,3,8,0,4,3,0.38,0.3939,0.0,0.2836,1,43,44,Winter,Thursday,March,2011,Morning
1559,2011-03-10,1,3,9,0,4,3,0.4,0.4091,0.0,0.2239,1,23,24,Winter,Thursday,March,2011,Morning
1560,2011-03-10,1,3,10,0,4,3,0.4,0.4091,0.0,0.1642,0,17,17,Winter,Thursday,March,2011,Morning
1561,2011-03-10,1,3,11,0,4,3,0.4,0.4091,0.0,0.2537,6,5,11,Winter,Thursday,March,2011,Morning
1562,2011-03-10,1,3,12,0,4,3,0.42,0.4242,0.0,0.2239,4,30,34,Winter,Thursday,March,2011,Afternoon
1563,2011-03-10,1,3,13,0,4,3,0.42,0.4242,0.0,0.2239,1,11,12,Winter,Thursday,March,2011,Afternoon
1564,2011-03-10,1,3,14,0,4,3,0.44,0.4394,0.0,0.2985,0,12,12,Winter,Thursday,March,2011,Afternoon
1565,2011-03-10,1,3,15,0,4,3,0.44,0.4394,0.0,0.2239,3,11,14,Winter,Thursday,March,2011,Afternoon
1566,2011-03-10,1,3,16,0,4,3,0.42,0.4242,0.0,0.2537,1,20,21,Winter,Thursday,March,2011,Afternoon
1567,2011-03-10,1,3,17,0,4,2,0.44,0.4394,0.0,0.3881,2,109,111,Winter,Thursday,March,2011,Evening
1568,2011-03-10,1,3,18,0,4,3,0.44,0.4394,0.0,0.3582,2,80,82,Winter,Thursday,March,2011,Evening
1569,2011-03-10,1,3,19,0,4,3,0.44,0.4394,0.0,0.5821,5,51,56,Winter,Thursday,March,2011,Evening
1570,2011-03-10,1,3,20,0,4,3,0.36,0.3333,0.0,0.3284,9,29,38,Winter,Thursday,March,2011,Evening
1571,2011-03-10,1,3,21,0,4,3,0.36,0.3485,0.0,0.2239,1,27,28,Winter,Thursday,March,2011,Night
1572,2011-03-10,1,3,22,0,4,2,0.34,0.3333,0.0,0.1343,4,30,34,Winter,Thursday,March,2011,Night
1573,2011-03-10,1,3,23,0,4,3,0.34,0.3485,0.0,0.0896,1,26,27,Winter,Thursday,March,2011,Night
1574,2011-03-11,1,3,0,0,5,2,0.34,0.3485,1.0,0.0896,0,6,6,Winter,Friday,March,2011,Night
1575,2011-03-11,1,3,1,0,5,3,0.34,0.3485,1.0,0.1045,0,8,8,Winter,Friday,March,2011,Night
1576,2011-03-11,1,3,2,0,5,3,0.34,0.3485,1.0,0.1045,2,3,5,Winter,Friday,March,2011,Night
1577,2011-03-11,1,3,3,0,5,2,0.32,0.3333,0.93,0.0896,0,2,2,Winter,Friday,March,2011,Night
1578,2011-03-11,1,3,5,0,5,1,0.3,0.2879,0.81,0.2239,1,6,7,Winter,Friday,March,2011,Morning
1579,2011-03-11,1,3,6,0,5,1,0.26,0.2424,0.81,0.2836,1,31,32,Winter,Friday,March,2011,Morning
1580,2011-03-11,1,3,7,0,5,1,0.26,0.2576,0.7,0.194,10,104,114,Winter,Friday,March,2011,Morning
1581,2011-03-11,1,3,8,0,5,1,0.28,0.2727,0.7,0.2537,15,244,259,Winter,Friday,March,2011,Morning
1582,2011-03-11,1,3,9,0,5,2,0.3,0.2879,0.61,0.2836,13,143,156,Winter,Friday,March,2011,Morning
1583,2011-03-11,1,3,10,0,5,2,0.32,0.303,0.57,0.2985,18,60,78,Winter,Friday,March,2011,Morning
1584,2011-03-11,1,3,11,0,5,2,0.32,0.303,0.57,0.2985,14,67,81,Winter,Friday,March,2011,Morning
1585,2011-03-11,1,3,12,0,5,2,0.34,0.3182,0.53,0.2537,15,96,111,Winter,Friday,March,2011,Afternoon
1586,2011-03-11,1,3,13,0,5,1,0.36,0.3333,0.53,0.2537,15,92,107,Winter,Friday,March,2011,Afternoon
1587,2011-03-11,1,3,14,0,5,2,0.36,0.3333,0.5,0.3582,25,64,89,Winter,Friday,March,2011,Afternoon
1588,2011-03-11,1,3,15,0,5,2,0.34,0.3182,0.53,0.2537,21,64,85,Winter,Friday,March,2011,Afternoon
1589,2011-03-11,1,3,16,0,5,2,0.34,0.303,0.49,0.2985,18,95,113,Winter,Friday,March,2011,Afternoon
1590,2011-03-11,1,3,17,0,5,1,0.34,0.3182,0.49,0.2239,23,200,223,Winter,Friday,March,2011,Evening
1591,2011-03-11,1,3,18,0,5,1,0.32,0.303,0.49,0.3284,19,134,153,Winter,Friday,March,2011,Evening
1592,2011-03-11,1,3,19,0,5,1,0.3,0.2727,0.56,0.3284,7,111,118,Winter,Friday,March,2011,Evening
1593,2011-03-11,1,3,20,0,5,1,0.3,0.303,0.56,0.1642,6,70,76,Winter,Friday,March,2011,Evening
1594,2011-03-11,1,3,21,0,5,2,0.3,0.2879,0.52,0.2537,10,43,53,Winter,Friday,March,2011,Night
1595,2011-03-11,1,3,22,0,5,1,0.3,0.303,0.52,0.1642,11,53,64,Winter,Friday,March,2011,Night
1596,2011-03-11,1,3,23,0,5,1,0.3,0.2879,0.52,0.2537,3,34,37,Winter,Friday,March,2011,Night
1597,2011-03-12,1,3,0,0,6,1,0.26,0.2727,0.6,0.1343,4,30,34,Winter,Saturday,March,2011,Night
1598,2011-03-12,1,3,1,0,6,1,0.24,0.2273,0.65,0.194,3,15,18,Winter,Saturday,March,2011,Night
1599,2011-03-12,1,3,2,0,6,1,0.24,0.2273,0.65,0.194,0,14,14,Winter,Saturday,March,2011,Night
1600,2011-03-12,1,3,3,0,6,1,0.24,0.2273,0.65,0.2537,1,6,7,Winter,Saturday,March,2011,Night
1601,2011-03-12,1,3,4,0,6,1,0.24,0.2273,0.65,0.2537,0,1,1,Winter,Saturday,March,2011,Night
1602,2011-03-12,1,3,5,0,6,1,0.22,0.2273,0.69,0.194,0,2,2,Winter,Saturday,March,2011,Morning
1603,2011-03-12,1,3,6,0,6,1,0.22,0.2121,0.75,0.2537,2,2,4,Winter,Saturday,March,2011,Morning
1604,2011-03-12,1,3,7,0,6,1,0.24,0.2273,0.7,0.194,4,19,23,Winter,Saturday,March,2011,Morning
1605,2011-03-12,1,3,8,0,6,1,0.26,0.2576,0.65,0.1642,9,44,53,Winter,Saturday,March,2011,Morning
1606,2011-03-12,1,3,9,0,6,1,0.28,0.2879,0.65,0.1045,25,76,101,Winter,Saturday,March,2011,Morning
1607,2011-03-12,1,3,10,0,6,1,0.32,0.303,0.66,0.2239,21,78,99,Winter,Saturday,March,2011,Morning
1608,2011-03-12,1,3,11,0,6,1,0.34,0.303,0.49,0.3284,36,83,119,Winter,Saturday,March,2011,Morning
1609,2011-03-12,1,3,12,0,6,1,0.34,0.3182,0.53,0.2836,51,107,158,Winter,Saturday,March,2011,Afternoon
1610,2011-03-12,1,3,13,0,6,1,0.36,0.3333,0.51,0.3582,62,95,157,Winter,Saturday,March,2011,Afternoon
1611,2011-03-12,1,3,14,0,6,1,0.4,0.4091,0.5,0.4478,70,96,166,Winter,Saturday,March,2011,Afternoon
1612,2011-03-12,1,3,15,0,6,1,0.42,0.4242,0.44,0.4925,81,101,182,Winter,Saturday,March,2011,Afternoon
1613,2011-03-12,1,3,16,0,6,1,0.46,0.4545,0.41,0.4478,100,144,244,Winter,Saturday,March,2011,Afternoon
1614,2011-03-12,1,3,17,0,6,1,0.46,0.4545,0.44,0.3284,99,114,213,Winter,Saturday,March,2011,Evening
1615,2011-03-12,1,3,18,0,6,1,0.42,0.4242,0.54,0.1642,54,91,145,Winter,Saturday,March,2011,Evening
1616,2011-03-12,1,3,19,0,6,1,0.42,0.4242,0.54,0.0896,26,86,112,Winter,Saturday,March,2011,Evening
1617,2011-03-12,1,3,20,0,6,1,0.4,0.4091,0.58,0.1045,22,64,86,Winter,Saturday,March,2011,Evening
1618,2011-03-12,1,3,21,0,6,1,0.38,0.3939,0.62,0.0,36,46,82,Winter,Saturday,March,2011,Night
1619,2011-03-12,1,3,22,0,6,1,0.36,0.3788,0.71,0.0,7,56,63,Winter,Saturday,March,2011,Night
1620,2011-03-12,1,3,23,0,6,1,0.38,0.3939,0.66,0.0896,11,38,49,Winter,Saturday,March,2011,Night
1621,2011-03-13,1,3,0,0,0,1,0.38,0.3939,0.62,0.1045,3,35,38,Winter,Sunday,March,2011,Night
1622,2011-03-13,1,3,1,0,0,1,0.36,0.3485,0.66,0.1343,10,23,33,Winter,Sunday,March,2011,Night
1623,2011-03-13,1,3,3,0,0,1,0.34,0.3333,0.76,0.1343,6,17,23,Winter,Sunday,March,2011,Night
1624,2011-03-13,1,3,4,0,0,1,0.34,0.3333,0.66,0.1642,4,9,13,Winter,Sunday,March,2011,Night
1625,2011-03-13,1,3,5,0,0,1,0.36,0.3485,0.62,0.1343,0,3,3,Winter,Sunday,March,2011,Morning
1626,2011-03-13,1,3,6,0,0,1,0.34,0.3636,0.66,0.0,0,2,2,Winter,Sunday,March,2011,Morning
1627,2011-03-13,1,3,7,0,0,1,0.36,0.3485,0.62,0.194,2,8,10,Winter,Sunday,March,2011,Morning
1628,2011-03-13,1,3,8,0,0,1,0.4,0.4091,0.5,0.2985,11,23,34,Winter,Sunday,March,2011,Morning
1629,2011-03-13,1,3,9,0,0,1,0.4,0.4091,0.5,0.4179,8,36,44,Winter,Sunday,March,2011,Morning
1630,2011-03-13,1,3,10,0,0,1,0.42,0.4242,0.47,0.2537,36,86,122,Winter,Sunday,March,2011,Morning
1631,2011-03-13,1,3,11,0,0,1,0.44,0.4394,0.41,0.4179,88,93,181,Winter,Sunday,March,2011,Morning
1632,2011-03-13,1,3,12,0,0,1,0.46,0.4545,0.38,0.3881,74,120,194,Winter,Sunday,March,2011,Afternoon
1633,2011-03-13,1,3,13,0,0,1,0.46,0.4545,0.38,0.3881,97,124,221,Winter,Sunday,March,2011,Afternoon
1634,2011-03-13,1,3,14,0,0,1,0.46,0.4545,0.41,0.2985,144,106,250,Winter,Sunday,March,2011,Afternoon
1635,2011-03-13,1,3,15,0,0,1,0.48,0.4697,0.39,0.3284,149,155,304,Winter,Sunday,March,2011,Afternoon
1636,2011-03-13,1,3,16,0,0,1,0.46,0.4545,0.41,0.3881,124,132,256,Winter,Sunday,March,2011,Afternoon
1637,2011-03-13,1,3,17,0,0,1,0.44,0.4394,0.41,0.3582,98,143,241,Winter,Sunday,March,2011,Evening
1638,2011-03-13,1,3,18,0,0,1,0.4,0.4091,0.43,0.3582,55,92,147,Winter,Sunday,March,2011,Evening
1639,2011-03-13,1,3,19,0,0,1,0.36,0.3333,0.5,0.3582,28,73,101,Winter,Sunday,March,2011,Evening
1640,2011-03-13,1,3,20,0,0,1,0.32,0.303,0.57,0.2985,23,54,77,Winter,Sunday,March,2011,Evening
1641,2011-03-13,1,3,21,0,0,1,0.3,0.2879,0.56,0.2537,9,49,58,Winter,Sunday,March,2011,Night
1642,2011-03-13,1,3,22,0,0,1,0.3,0.2727,0.56,0.3284,8,29,37,Winter,Sunday,March,2011,Night
1643,2011-03-13,1,3,23,0,0,1,0.26,0.2576,0.65,0.2239,5,23,28,Winter,Sunday,March,2011,Night
1644,2011-03-14,1,3,0,0,1,1,0.26,0.2727,0.65,0.1045,4,7,11,Winter,Monday,March,2011,Night
1645,2011-03-14,1,3,1,0,1,1,0.26,0.2879,0.65,0.0896,0,1,1,Winter,Monday,March,2011,Night
1646,2011-03-14,1,3,2,0,1,1,0.26,0.2879,0.65,0.0896,0,1,1,Winter,Monday,March,2011,Night
1647,2011-03-14,1,3,3,0,1,1,0.26,0.2727,0.65,0.1343,0,3,3,Winter,Monday,March,2011,Night
1648,2011-03-14,1,3,5,0,1,1,0.24,0.2424,0.7,0.1343,0,8,8,Winter,Monday,March,2011,Morning
1649,2011-03-14,1,3,6,0,1,1,0.26,0.2727,0.65,0.1343,1,27,28,Winter,Monday,March,2011,Morning
1650,2011-03-14,1,3,7,0,1,2,0.28,0.3182,0.61,0.0,4,84,88,Winter,Monday,March,2011,Morning
1651,2011-03-14,1,3,8,0,1,2,0.3,0.303,0.56,0.1343,24,217,241,Winter,Monday,March,2011,Morning
1652,2011-03-14,1,3,9,0,1,1,0.32,0.303,0.53,0.3284,13,127,140,Winter,Monday,March,2011,Morning
1653,2011-03-14,1,3,10,0,1,1,0.34,0.3182,0.42,0.2537,27,57,84,Winter,Monday,March,2011,Morning
1654,2011-03-14,1,3,11,0,1,1,0.36,0.3333,0.4,0.2537,26,45,71,Winter,Monday,March,2011,Morning
1655,2011-03-14,1,3,12,0,1,1,0.38,0.3939,0.37,0.0,40,54,94,Winter,Monday,March,2011,Afternoon
1656,2011-03-14,1,3,13,0,1,1,0.38,0.3939,0.36,0.3284,24,51,75,Winter,Monday,March,2011,Afternoon
